row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,porduct_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_calc,diff
30,US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3,0.2,15.53,49.68000000000001,34.15
31,US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.26,2,0.2,1.1,1.304,0.2
32,US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.3,6,0.2,9.71,34.52,24.81
33,US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Executive Red",6.86,6,0.7,-5.72,2.744,8.46
34,US-2015-150630,17/09/2015,21/09/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.55,6.304,2.75
35,CA-2017-107727,19/10/2017,23/10/2017,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-Staple Paper,29.47,3,0.2,9.95,11.788,1.84
36,CA-2016-117590,08/12/2016,10/12/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,Ge 30524Ee4,1097.54,7,0.2,123.47,439.016,315.55
37,CA-2016-117590,08/12/2016,10/12/2016,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect'S Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-147.96,76.368,224.33
38,CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" X 9 1/2"" Premium Diagonal Seam Envelopes",113.33,9,0.2,35.42,45.332,9.91
39,CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.4,3,0.32,-46.98,212.96,259.94
40,CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager'S Chair, Dark Gray",212.06,3,0.3,-15.15,84.82400000000001,99.97
41,CA-2015-117415,27/12/2015,31/12/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics Hl10 Handset Lifter,371.17,4,0.2,41.76,148.46800000000002,106.71
42,CA-2017-120999,10/09/2017,15/09/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,147.17,4,0.2,16.56,58.867999999999995,42.31
43,CA-2016-101343,17/07/2016,22/07/2016,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base For Stackable Storage Shelf, Platinum",77.88,2,0.0,3.89,31.152,27.26
44,CA-2017-139619,19/09/2017,23/09/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.62,2,0.2,9.56,38.248000000000005,28.69
45,CA-2016-118255,11/03/2016,13/03/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,19.77,18.392,-1.38
46,CA-2016-118255,11/03/2016,13/03/2016,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,17.46,2,0.0,8.21,6.984000000000001,-1.23
47,CA-2014-146703,20/10/2014,25/10/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",211.96,4,0.0,8.48,84.784,76.3
48,CA-2016-169194,20/06/2016,25/06/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,18.0,13.05
49,CA-2016-169194,20/06/2016,25/06/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"Lf Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen And Wiper For Apple Iphone 5C Mini Lite",21.8,2,0.0,6.1,8.72,2.62
50,CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 X 5-1/8, 10/Pack",38.22,6,0.0,17.96,15.288,-2.67
51,CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.33,30.072000000000003,-5.26
52,CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.96,2.4640000000000004,-0.5
53,CA-2015-115742,18/04/2015,22/04/2015,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.1,35.996,18.9
54,CA-2016-105816,11/12/2016,17/12/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.26,6.104,-0.16
55,CA-2016-105816,11/12/2016,17/12/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,At&T Cl83451 4-Handset Telephone,1029.95,5,0.0,298.69,411.98,113.29
56,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,83.424,31.28
57,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.55,12.96,-2.59
58,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.1,127.76400000000001,120.66
59,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.99,5.824000000000001,-1.17
60,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,12.0,8.7
61,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.36,19.392,3.03
62,CA-2016-111682,17/06/2016,18/06/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,0.672,-0.17
63,CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.15,5.5920000000000005,-0.56
64,CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco Presstex Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.82,6,0.2,9.36,10.328000000000001,0.97
65,CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.96,58.692,-10.27
66,CA-2015-135545,24/11/2015,30/11/2015,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.33,31.904000000000003,9.57
67,US-2015-164175,30/04/2015,05/05/2015,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager'S Chair, Gray",213.12,5,0.3,-15.22,85.248,100.47
68,CA-2014-106376,05/12/2014,10/12/2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt Boston Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.02,8,0.2,111.3,445.208,333.91
69,CA-2014-106376,05/12/2014,10/12/2014,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,Nettalk Duo Voip Telephone Service,167.97,4,0.2,62.99,67.188,4.2
70,CA-2016-119823,04/06/2016,06/06/2016,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.66,30.352,-5.31
71,CA-2016-106075,18/09/2016,23/09/2016,Standard Class,HM-14980,Henry Macallister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.62,1,0.2,1.73,1.848,0.12
72,CA-2017-114440,14/09/2017,17/09/2017,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books With Fax/Mobile Section, 5 1/2"" X 3 3/16""",19.05,3,0.0,8.76,7.620000000000001,-1.14
73,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager'S Chair,831.94,8,0.2,-114.39,332.77600000000007,447.17
74,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",97.04,2,0.2,1.21,38.816,37.61
75,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.78,1,0.2,-18.2,29.112000000000002,47.31
76,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.25,3,0.8,-1.93,0.5,2.43
77,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.71,3,0.6,-5.82,3.8840000000000003,9.7
78,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",27.24,3,0.2,2.72,10.896,8.18
79,US-2014-147606,26/11/2014,01/12/2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.48,7.720000000000001,22.2
80,CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,56.2,83.26400000000001,27.06
81,CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty Ezd  Binder With Locking Rings,16.74,3,0.0,8.04,6.696,-1.34
82,CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",14.9,5,0.0,4.17,5.960000000000001,1.79
83,CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2,8.556000000000001,2.36
84,CA-2015-149734,03/09/2015,08/09/2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,7,0.2,62.81,80.392,17.58
85,US-2017-119662,13/11/2017,16/11/2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.38,3,0.2,-48.95,92.152,141.1
86,CA-2017-140088,28/05/2017,30/05/2017,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.22,120.78399999999999,87.56
87,CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,19.99,1,0.0,6.8,7.9959999999999996,1.2
88,CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.96,2.4640000000000004,-0.5
89,CA-2016-159695,05/04/2016,10/04/2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.37,7,0.2,13.86,63.348000000000006,49.49
90,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,20.1,3,0.0,6.63,8.040000000000001,1.41
91,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,73.58,2,0.2,8.28,29.432000000000002,21.15
92,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.11,2.5920000000000005,-0.52
93,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.22,5.184000000000001,-1.04
94,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.54,21.336000000000002,4.8
95,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.15,13.184000000000001,-2.97
96,US-2017-109484,06/11/2017,12/11/2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.68,1,0.7,-3.79,2.272,6.06
97,CA-2017-161018,09/11/2017,11/11/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.54,38.612,-1.93
98,CA-2017-157833,17/06/2017,20/06/2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.31,3,0.2,17.96,20.524,2.56
99,CA-2016-149223,06/09/2016,11/09/2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0.0,22.59,31.152,8.56
100,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.62,7,0.2,22.62,25.848000000000003,3.23
